"county","year","month","All causes (total)","Alzheimer's disease","Malignant neoplasms","Chronic lower respiratory diseases","Diabetes mellitus","Assault (homicide)","Diseases of heart","Essential hypertension and hypertensive renal disease","Accidents (unintentional injuries)","Chronic liver disease and cirrhosis","Nephritis, nephrotic syndrome and nephrosis","Parkinson's disease","Influenza and pneumonia","Cerebrovascular diseases","Intentional self-harm (suicide)"
"Glenn",2015,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2015,4,100,0,16,0,0,0,24,0,0,0,0,0,0,11,0
"Imperial",2015,4,56,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Inyo",2015,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2015,4,447,28,85,22,18,0,105,0,44,0,11,0,0,0,0
"Kings",2015,4,62,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"Lake",2015,4,50,0,16,0,0,0,12,0,0,0,0,0,0,0,0
"Lassen",2015,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2015,4,5151,289,1224,254,195,58,1316,109,197,140,118,50,164,316,62
"Madera",2015,4,87,11,20,0,0,0,24,0,0,0,0,0,0,0,0
"Marin",2015,4,180,11,37,0,0,0,42,0,11,0,0,0,0,14,0
"Mariposa",2015,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2015,4,75,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"Merced",2015,4,94,0,22,0,0,0,18,0,0,0,0,0,0,0,0
"Modoc",2015,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2015,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2015,4,206,0,47,0,0,0,36,0,16,0,0,0,0,11,0
"Napa",2015,4,99,0,30,0,0,0,0,0,0,0,0,0,0,0,0
"Nevada",2015,4,100,0,25,0,0,0,18,0,0,0,0,0,0,0,0
"Orange",2015,4,1641,116,406,96,42,0,401,22,67,28,23,31,44,108,25
"Placer",2015,4,300,17,70,13,0,0,66,0,0,0,0,0,11,15,0
"Plumas",2015,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2015,4,1269,90,278,107,38,0,311,19,81,34,14,22,31,76,15
"Sacramento",2015,4,1057,55,249,54,28,0,243,29,62,16,0,0,26,55,19
"San Benito",2015,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2015,4,1141,46,235,91,56,0,265,18,59,19,20,0,29,56,23
"San Diego",2015,4,1785,125,416,86,52,0,415,32,93,29,0,13,43,95,37
"San Francisco",2015,4,487,29,116,19,0,0,99,0,42,0,0,0,0,30,12
"San Joaquin",2015,4,391,28,84,35,12,0,108,0,20,12,0,0,0,19,0
"San Luis Obispo",2015,4,187,12,38,0,0,0,33,0,14,0,0,0,0,14,0
"San Mateo",2015,4,373,25,85,22,0,0,96,0,16,0,13,0,0,15,0
"Santa Barbara",2015,4,266,15,57,13,0,0,63,0,13,0,0,0,0,21,0
"Santa Clara",2015,4,867,0,234,32,38,0,172,36,37,16,0,0,15,50,13
"Santa Cruz",2015,4,142,0,49,0,0,0,24,0,11,0,0,0,0,0,0
"Shasta",2015,4,208,13,43,19,0,0,52,0,0,0,0,0,0,11,0
"Sierra",2015,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2015,4,36,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Solano",2015,4,281,15,62,18,11,0,57,0,0,0,0,0,0,21,0
"Sonoma",2015,4,335,24,73,18,16,0,79,0,18,0,0,0,0,16,0
"Stanislaus",2015,4,383,25,87,24,13,0,91,0,16,0,0,0,0,18,0
"Sutter",2015,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2015,4,45,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"Trinity",2015,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2015,4,253,0,53,0,0,0,81,0,13,0,0,0,0,13,0
"Tuolumne",2015,4,57,0,12,0,0,0,12,0,0,0,0,0,0,0,0
"Ventura",2015,4,432,30,93,23,11,0,99,18,14,0,0,0,0,28,0
"Yolo",2015,4,91,0,20,0,0,0,22,0,0,0,0,0,0,0,0
"Yuba",2015,4,68,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"Alameda",2015,5,771,43,177,52,24,13,175,18,42,0,0,0,0,37,0
"Alpine",2015,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2015,5,34,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"Butte",2015,5,190,17,45,0,0,0,46,0,13,0,0,0,0,0,0
"Calaveras",2015,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2015,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2015,5,594,40,171,25,21,0,113,0,19,14,0,0,12,41,0
"Del Norte",2015,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2015,5,119,0,30,11,0,0,24,0,0,0,0,0,0,0,0
"Fresno",2015,5,622,41,125,33,20,0,145,23,28,16,0,0,13,42,12
"Glenn",2015,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2015,5,98,0,20,0,0,0,25,0,0,0,0,0,0,11,0
"Imperial",2015,5,63,0,13,0,0,0,18,0,0,0,0,0,0,0,0
"Inyo",2015,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2015,5,482,28,109,27,23,0,107,11,44,0,0,0,0,16,0
"Kings",2015,5,67,0,12,0,0,0,15,0,0,0,0,0,0,0,0
"Lake",2015,5,68,0,13,0,0,0,25,0,0,0,0,0,0,0,0
"Lassen",2015,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2015,5,5226,294,1252,276,189,47,1434,111,188,147,112,53,146,275,69
"Madera",2015,5,73,0,16,0,0,0,20,0,0,0,0,0,0,0,0
"Marin",2015,5,200,20,45,0,0,0,42,0,12,0,0,0,0,17,0
"Mariposa",2015,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2015,5,66,0,18,0,0,0,20,0,0,0,0,0,0,0,0
"Merced",2015,5,111,0,16,0,0,0,27,0,0,0,0,0,0,0,0
"Modoc",2015,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2015,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2015,5,210,0,44,11,0,0,48,0,0,0,0,0,0,11,0
"Napa",2015,5,102,0,21,0,0,0,27,0,0,0,0,0,0,0,0
"Nevada",2015,5,88,0,26,0,0,0,0,0,0,0,0,0,0,0,0
"Orange",2015,5,1565,109,354,73,34,0,416,24,74,36,22,22,44,102,27
"Placer",2015,5,290,17,69,21,0,0,54,0,11,0,0,0,0,18,0
"Plumas",2015,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2015,5,1268,87,318,87,41,0,337,18,50,36,17,18,19,71,19
"Sacramento",2015,5,1013,48,212,61,28,11,224,20,54,21,0,0,24,81,16
"San Benito",2015,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2015,5,1100,44,267,67,49,0,249,11,50,24,22,0,19,61,20
"San Diego",2015,5,1779,108,424,69,67,11,405,32,97,43,0,26,22,111,39
"San Francisco",2015,5,487,24,120,16,21,0,131,0,25,0,0,0,0,25,12
"San Joaquin",2015,5,429,46,87,21,19,0,106,0,28,0,11,0,0,21,0
"San Luis Obispo",2015,5,185,16,39,0,0,0,46,0,11,0,0,0,0,0,0
"San Mateo",2015,5,399,33,91,24,0,0,90,0,11,13,0,0,0,28,0
"Santa Barbara",2015,5,266,16,53,17,12,0,64,0,11,0,0,0,0,21,0
"Santa Clara",2015,5,912,0,220,30,33,0,207,32,39,20,0,13,20,47,11
"Santa Cruz",2015,5,118,0,26,0,0,0,23,0,0,0,0,0,0,0,0
"Shasta",2015,5,222,0,51,14,0,0,61,0,13,0,0,0,0,0,0
"Sierra",2015,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2015,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2015,5,300,18,77,17,15,0,62,0,0,0,0,0,0,16,0
"Sonoma",2015,5,317,26,67,22,0,0,63,0,15,0,0,0,0,22,0
"Stanislaus",2015,5,377,16,95,29,0,0,78,0,26,0,0,0,11,16,0
"Sutter",2015,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2015,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2015,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2015,5,225,11,59,11,0,0,46,0,14,0,0,0,0,0,0
"Tuolumne",2015,5,41,0,11,0,0,0,14,0,0,0,0,0,0,0,0
"Ventura",2015,5,503,38,124,30,13,0,118,13,17,0,0,0,0,32,12
"Yolo",2015,5,98,13,27,0,0,0,14,0,0,0,0,0,0,0,0
"Yuba",2015,5,66,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"Alameda",2015,6,819,59,201,39,29,12,150,0,36,0,0,12,11,52,16
"Alpine",2015,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2015,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2015,6,198,16,41,12,0,0,42,0,15,0,0,0,0,12,0
"Calaveras",2015,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2015,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2015,6,650,34,137,38,22,0,129,16,26,0,0,0,16,53,14
"Del Norte",2015,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2015,6,101,0,30,0,0,0,23,0,0,0,0,0,0,0,0
"Fresno",2015,6,523,29,123,17,16,12,106,19,42,0,0,0,0,30,0
"Glenn",2015,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2015,6,100,0,27,0,0,0,25,0,11,0,0,0,0,0,0
"Imperial",2015,6,66,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"Inyo",2015,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2015,6,445,27,92,30,25,14,99,0,32,0,11,0,0,0,0
"Kings",2015,6,62,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"Lake",2015,6,52,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Lassen",2015,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2015,6,4922,294,1146,212,182,57,1305,101,204,130,88,59,148,286,96
"Madera",2015,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marin",2015,6,162,0,45,0,0,0,30,0,0,0,0,0,0,12,0
"Mariposa",2015,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2015,6,41,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"Merced",2015,6,91,0,20,0,0,0,24,0,11,0,0,0,0,0,0
"Modoc",2015,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2015,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2015,6,197,0,42,12,12,0,30,0,0,0,0,0,0,14,0
"Napa",2015,6,88,0,25,0,0,0,21,0,0,0,0,0,0,0,0
"Nevada",2015,6,66,0,18,0,0,0,14,0,0,0,0,0,0,0,0
"Orange",2015,6,1547,100,410,86,25,0,393,19,75,24,38,19,42,83,27
"Placer",2015,6,281,18,73,17,11,0,57,0,13,0,0,0,0,0,0
"Plumas",2015,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2015,6,1201,73,290,89,31,0,338,25,58,20,18,11,13,52,22
"Sacramento",2015,6,958,50,206,49,26,14,234,18,57,17,0,0,23,75,15
"San Benito",2015,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2015,6,1099,49,262,77,37,0,257,19,47,30,18,11,21,43,23
"San Diego",2015,6,1682,97,419,79,60,0,380,27,81,32,0,20,16,103,40
"San Francisco",2015,6,481,20,129,16,15,0,106,0,28,0,0,0,0,31,14
"San Joaquin",2015,6,416,32,85,32,20,0,84,0,19,0,0,0,0,21,12
"San Luis Obispo",2015,6,206,21,36,15,0,0,45,0,0,0,0,0,0,18,0
"San Mateo",2015,6,347,33,73,12,0,0,70,0,12,0,0,0,12,30,0
"Santa Barbara",2015,6,243,16,43,14,12,0,53,0,17,0,0,0,0,15,0
"Santa Clara",2015,6,827,0,232,25,31,0,176,39,41,19,0,0,0,39,0
"Santa Cruz",2015,6,131,0,30,11,0,0,27,0,0,0,0,0,0,0,0
"Shasta",2015,6,204,0,48,18,0,0,39,0,0,0,0,0,0,14,0
"Sierra",2015,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2015,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2015,6,235,21,41,18,12,0,45,0,15,0,0,0,0,21,0
"Sonoma",2015,6,333,26,68,19,0,0,82,0,16,0,0,0,0,15,0
"Stanislaus",2015,6,372,16,77,26,0,0,110,0,21,12,0,0,11,20,0
"Sutter",2015,6,43,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2015,6,43,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Trinity",2015,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2015,6,238,0,54,16,14,0,59,0,0,0,0,0,0,0,0
"Tuolumne",2015,6,40,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Ventura",2015,6,390,20,94,24,12,0,89,12,28,0,0,0,0,20,11
"Yolo",2015,6,90,0,18,0,0,0,25,0,0,0,0,0,0,0,0
"Yuba",2015,6,58,0,13,0,0,0,22,0,0,0,0,0,0,0,0
"Alameda",2015,7,741,44,168,29,29,0,127,13,32,13,11,0,13,64,15
"Alpine",2015,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2015,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2015,7,186,13,46,11,0,0,45,0,11,0,0,0,0,0,0
"Calaveras",2015,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2015,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2015,7,649,39,163,31,23,0,114,0,24,14,12,11,0,59,0
"Del Norte",2015,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2015,7,110,0,31,11,0,0,25,0,0,0,0,0,0,0,0
"Fresno",2015,7,562,35,113,13,18,0,133,17,42,14,0,0,0,36,0
"Glenn",2015,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2015,7,91,0,21,0,0,0,17,0,0,0,0,0,0,0,0
"Imperial",2015,7,56,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"Inyo",2015,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2015,7,457,37,102,30,20,0,103,0,37,0,0,0,0,26,14
"Kings",2015,7,63,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"Lake",2015,7,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lassen",2015,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2015,7,5017,286,1260,205,189,56,1236,106,221,119,105,47,154,297,87
"Madera",2015,7,68,0,19,0,0,0,20,0,0,0,0,0,0,0,0
"Marin",2015,7,159,17,39,0,0,0,32,0,0,0,0,0,0,0,0
"Mariposa",2015,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2015,7,63,0,17,0,0,0,16,0,0,0,0,0,0,0,0
"Merced",2015,7,113,0,30,0,0,0,27,0,0,0,0,0,0,0,0
"Modoc",2015,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2015,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2015,7,198,0,44,0,0,0,33,0,22,0,0,0,0,0,0
"Napa",2015,7,87,0,25,0,0,0,0,0,0,0,0,0,0,0,0
"Nevada",2015,7,74,0,15,0,0,0,16,0,0,0,0,0,0,0,0
"Orange",2015,7,1558,122,369,76,45,0,380,24,70,34,31,25,42,97,26
"Placer",2015,7,288,15,88,0,0,0,53,0,15,0,0,0,0,17,0
"Plumas",2015,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2015,7,1226,78,316,76,35,0,353,19,68,20,11,0,16,69,21
"Sacramento",2015,7,977,52,223,48,32,0,211,20,49,18,0,15,0,60,24
"San Benito",2015,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2015,7,1070,39,230,65,50,0,263,16,57,25,14,11,17,60,19
"San Diego",2015,7,1692,100,451,73,52,0,369,29,105,33,0,17,24,98,27
"San Francisco",2015,7,501,25,128,21,13,0,86,0,46,11,11,0,0,30,11
"San Joaquin",2015,7,405,33,102,17,0,0,112,0,0,0,0,0,0,22,0
"San Luis Obispo",2015,7,174,0,41,0,0,0,29,0,14,0,0,0,0,13,0
"San Mateo",2015,7,339,20,92,0,11,0,71,0,13,0,0,0,0,18,0
"Santa Barbara",2015,7,233,13,59,0,16,0,47,0,17,0,0,0,0,0,0
"Santa Clara",2015,7,835,0,226,29,29,0,165,17,48,23,0,0,0,50,0
"Santa Cruz",2015,7,154,0,39,0,0,0,38,0,12,0,0,0,0,0,0
"Shasta",2015,7,195,12,50,0,0,0,50,0,12,0,0,0,0,0,0
"Sierra",2015,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2015,7,42,0,13,0,0,0,11,0,0,0,0,0,0,0,0
"Solano",2015,7,233,11,65,0,13,0,42,0,0,0,0,0,0,17,0
"Sonoma",2015,7,324,23,83,20,0,0,64,0,18,0,0,0,0,11,0
"Stanislaus",2015,7,380,22,81,30,0,0,95,0,24,0,0,0,13,15,0
"Sutter",2015,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2015,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2015,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2015,7,217,0,51,11,0,0,57,0,12,0,0,0,0,0,0
"Tuolumne",2015,7,46,0,12,0,0,0,11,0,0,0,0,0,0,0,0
"Ventura",2015,7,440,32,120,22,12,0,95,0,24,0,0,0,0,21,12
"Yolo",2015,7,88,0,24,0,0,0,17,0,0,0,0,0,0,0,0
"Yuba",2015,7,62,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Alameda",2015,8,781,44,179,29,22,15,163,15,46,21,0,0,11,58,11
"Alpine",2015,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2015,8,29,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Butte",2015,8,200,11,60,13,11,0,28,0,11,0,0,0,0,0,0
"Calaveras",2015,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2015,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2015,8,592,29,153,25,25,0,120,0,18,0,0,11,0,42,17
"Del Norte",2015,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2015,8,115,0,26,0,0,0,31,0,16,0,0,0,0,0,0
"Fresno",2015,8,531,24,117,29,11,0,101,17,39,0,0,0,12,42,0
"Glenn",2015,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2015,8,104,0,25,0,0,0,19,0,0,0,0,0,0,0,0
"Imperial",2015,8,70,0,12,0,0,0,19,0,0,0,0,0,0,0,0
"Inyo",2015,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2015,8,412,21,72,25,18,0,92,0,48,0,0,0,0,18,0
"Kings",2015,8,50,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Lake",2015,8,61,0,15,0,0,0,16,0,0,0,0,0,0,0,0
"Lassen",2015,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2015,8,5112,316,1272,220,191,70,1327,120,224,113,83,48,134,300,70
"Madera",2015,8,61,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"Marin",2015,8,157,13,35,0,0,0,41,0,0,0,0,0,0,0,0
"Mariposa",2015,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2015,8,60,0,20,0,0,0,12,0,0,0,0,0,0,0,0
"Merced",2015,8,106,0,22,0,0,0,28,0,0,0,0,0,0,0,0
"Modoc",2015,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2015,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2015,8,212,0,43,0,11,0,47,0,15,0,0,0,0,14,0
"Napa",2015,8,93,0,14,0,0,0,35,0,0,0,0,0,0,0,0
"Nevada",2015,8,79,0,25,0,0,0,0,0,0,0,0,0,0,0,0
"Orange",2015,8,1564,105,395,72,36,0,356,24,92,30,35,20,35,112,13
"Placer",2015,8,269,16,74,0,0,0,51,0,15,0,0,0,0,18,0
"Plumas",2015,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2015,8,1215,99,289,67,36,0,318,21,72,29,22,13,14,59,24
"Sacramento",2015,8,925,36,233,33,36,0,190,12,57,21,0,0,15,80,15
"San Benito",2015,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2015,8,1100,48,269,69,43,0,240,21,50,23,23,0,13,45,25
"San Diego",2015,8,1755,119,416,81,61,0,367,22,120,32,0,19,29,89,46
"San Francisco",2015,8,458,14,122,0,19,0,83,0,39,12,0,0,0,31,0
"San Joaquin",2015,8,367,27,96,12,12,0,76,0,26,0,0,0,0,18,0
"San Luis Obispo",2015,8,155,0,45,0,0,0,32,0,12,0,0,0,0,11,0
"San Mateo",2015,8,355,30,91,13,0,0,82,0,0,0,0,0,0,21,0
"Santa Barbara",2015,8,258,20,63,0,0,0,59,0,0,0,0,0,0,12,0
"Santa Clara",2015,8,842,0,245,25,30,0,173,33,43,14,0,0,11,37,0
"Santa Cruz",2015,8,130,0,41,0,0,0,25,0,11,0,0,0,0,0,0
"Shasta",2015,8,208,0,44,0,0,0,48,0,12,0,0,0,0,19,0
"Sierra",2015,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2015,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2015,8,263,23,59,0,17,0,47,0,13,0,0,0,0,0,0
"Sonoma",2015,8,334,21,88,16,14,0,77,0,19,0,0,0,0,13,0
"Stanislaus",2015,8,420,22,101,27,12,0,89,13,21,0,12,0,0,27,0
"Sutter",2015,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2015,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2015,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2015,8,240,0,55,12,0,0,62,0,0,0,0,0,0,15,0
"Tuolumne",2015,8,56,0,12,0,0,0,11,0,0,0,0,0,0,0,0
"Ventura",2015,8,404,34,101,13,0,0,93,12,23,0,0,0,0,23,0
"Yolo",2015,8,85,0,24,0,0,0,14,0,0,0,0,0,0,0,0
"Yuba",2015,8,64,0,20,0,0,0,15,0,0,0,0,0,0,0,0
"Alameda",2015,9,746,37,190,27,27,18,133,13,35,12,0,0,0,52,12
"Alpine",2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2015,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2015,9,167,0,33,0,0,0,47,0,0,0,0,0,0,0,0
"Calaveras",2015,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2015,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2015,9,596,45,163,29,18,0,111,0,26,0,0,11,0,32,0
"Del Norte",2015,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2015,9,92,0,28,0,0,0,23,0,0,0,0,0,0,0,0
"Fresno",2015,9,551,24,98,24,17,0,127,21,42,19,11,0,14,33,0
"Glenn",2015,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2015,9,99,0,17,0,0,0,19,0,12,0,0,0,0,0,0
"Imperial",2015,9,71,0,14,0,0,0,22,0,0,0,0,0,0,0,0
"Inyo",2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2015,9,416,26,89,22,21,0,93,0,32,11,0,0,0,19,0
"Kings",2015,9,59,0,14,0,0,0,14,0,0,0,0,0,0,0,0
"Lake",2015,9,58,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Lassen",2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2015,9,4862,306,1229,220,190,74,1203,78,197,117,85,48,146,278,67
"Madera",2015,9,66,0,17,0,0,0,17,0,0,0,0,0,0,0,0
"Marin",2015,9,150,0,44,0,0,0,35,0,0,0,0,0,0,0,0
"Mariposa",2015,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2015,9,71,0,17,0,0,0,27,0,0,0,0,0,0,0,0
"Merced",2015,9,116,0,24,12,0,0,24,0,0,0,0,0,0,0,0
"Modoc",2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2015,9,230,12,50,0,0,11,35,0,18,0,0,0,0,16,0
"Napa",2015,9,103,0,30,0,0,0,26,0,0,0,0,0,0,0,0
"Nevada",2015,9,77,0,15,0,0,0,16,0,0,0,0,0,0,0,0
"Orange",2015,9,1541,134,384,57,36,0,346,26,69,28,24,34,46,106,21
"Placer",2015,9,276,22,60,12,0,0,59,0,13,0,0,0,0,26,0
"Plumas",2015,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2015,9,1180,65,297,58,34,11,307,20,90,23,26,19,23,62,18
"Sacramento",2015,9,915,59,204,36,29,0,209,13,56,22,0,0,0,51,15
"San Benito",2015,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2015,9,1047,46,255,75,63,0,220,20,40,25,17,12,13,70,16
"San Diego",2015,9,1668,109,428,70,48,0,359,39,96,29,0,25,16,85,30
"San Francisco",2015,9,470,32,130,14,16,0,79,0,32,0,0,0,0,38,14
"San Joaquin",2015,9,395,35,84,21,14,0,87,0,26,0,0,0,0,15,0
"San Luis Obispo",2015,9,189,16,52,0,0,0,35,0,0,0,0,0,0,14,0
"San Mateo",2015,9,331,26,75,16,12,0,73,0,0,0,0,0,0,22,0
"Santa Barbara",2015,9,257,15,60,11,11,0,57,0,0,0,0,0,0,11,0
"Santa Clara",2015,9,881,0,242,31,36,0,171,29,44,29,0,0,12,47,0
"Santa Cruz",2015,9,139,12,38,0,0,0,25,0,12,0,0,0,0,0,0
"Shasta",2015,9,170,0,30,14,0,0,36,0,11,0,0,0,0,0,0
"Sierra",2015,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2015,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2015,9,226,12,61,11,13,0,41,0,0,0,0,0,0,16,0
"Sonoma",2015,9,314,24,68,13,13,0,68,0,18,0,0,0,0,24,0
"Stanislaus",2015,9,380,24,78,24,20,0,82,0,27,0,0,0,12,23,0
"Sutter",2015,9,32,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Tehama",2015,9,45,0,0,0,0,0,13,0,0,0,0,0,0,0,0
